row_key,id,book_title,author,publish_year,place_name,region,language,genres_csv,narrative_era,passage_or_summary
8619:wd-Q1885256-Q241940,wd-Q1885256-Q241940,The Flemish House,Georges Simenon,1932,Givet,Europe,French,,1932s,"The Flemish Shop is a detective novel by Belgian writer Georges Simenon, featuring his character inspector Jules Maigret."
6256:wd-Q127648200-Q649,wd-Q127648200-Q649,Moscow-Xinjing,Boris Akunin,2024,Moscow,Europe,Russian,,2024s,"novel by Boris Akunin, part of History of the Russian State in Novels"
9058:wd-Q1404733-Q459683,wd-Q1404733-Q459683,The Late Monsieur Gallet,Georges Simenon,1931,Sancerre,Europe,French,,1931s,The Death of Monsieur Gallet is a detective novel by Belgian writer Georges Simenon. It is one of the earliest novels by Simenon featuring the detective Jules Maigret.
3157:wd-Q5046784-Q21,wd-Q5046784-Q21,"Carry On, Jeeves",P. G. Wodehouse,1925,England,Europe,English,,1925s,"'You don't analyse such sunlit perfection, you just bask in its warmth and splendour.' Stephen FryA Jeeves and Wooster collectionThese marvellous stories introduce us to Jeeves, whose first ever duty is to cure Bertie's raging hangover ('If you would drink this, sir... it is a little preparation of my own invention. It is the Worcester Sauce that gives it its colour. The raw egg makes it nutritious. The red pepper gives it its bite. Gentlemen have told me they have found it extremely invigorating after a late evening.')And from that moment, one of the funniest, sharpest and most touching partnerships in English literature never looks back..."
9158:wd-Q1112060-Q187911,wd-Q1112060-Q187911,The Madman of Bergerac,Georges Simenon,1932,Bergerac,Europe,French,,1932s,"The Madman of Bergerac is a detective novel by Belgian writer Georges Simenon, featuring his character inspector Jules Maigret."
9169:wd-Q17175790-Q975080,wd-Q17175790-Q975080,The Mahé Circle,Georges Simenon,1946,Porquerolles,Europe,French,,1946s,"Le Cercle des Mahé (1946), translated as The Mahé Circle, is a novel by Belgian writer Georges Simenon; it is one of the author's self-described roman durs or ""hard novels"" to distinguish it from his romans populaires or ""popular novels,"" which are primarily mysteries that usually feature his famous Inspector Maigret character."
9661:wd-Q523506-Q269732,wd-Q523506-Q269732,The Sailors' Rendezvous,Georges Simenon,1931,Fécamp,Europe,French,,1931s,"The Sailors Rendezvous is a detective novel by Belgian writer Georges Simenon, featuring his character Inspector Jules Maigret. Published in 1931, it is one of the earliest of Simenon's ""Maigret"" novels, and one of eleven he had published that year."
8535:wd-Q1211138-Q15180,wd-Q1211138-Q15180,The Eyes of Darkness,Dean Koontz,1981,Soviet Union,Europe,English,,1981s,"Tina Evans has spent a year suffering from incredible heartache since her son Danny's tragic death. But now, with her Vegas show about to premiere, Tina can think of no better time for a fresh start. Maybe she can finally move on and put her grief behind her.

Only there is a message for Tina, scrawled on the chalkboard in Danny's room: NOT DEAD. Two words that send her on a terrifying journey from the bright lights of Las Vegas to the cold shadows of the High Sierras, where she uncovers a terrible secret.."
8676:wd-Q7735653-Q15955268,wd-Q7735653-Q15955268,The Galoshes of Fortune,Hans Christian Andersen,1838,Østergade,Europe,Danish,,1838s,"""The Galoshes of Fortune"" is a literary fairy tale by Hans Christian Andersen about a set of time-travelling boots, considered to be inspired by the folktale of the ""seven-league boots"" (syvmilestøvler). Some English translations name the story as, ""The Magic Galoshes."""
10973:wd-Q3948394-Q142,wd-Q3948394-Q142,Young Cardinaud,Georges Simenon,1942,France,Europe,French,,1942s,Young Cardinaud is a 1942 novel by the French-based Belgian writer Georges Simenon. It is set in La Rochelle.
8582:wd-Q7733734-Q40,wd-Q7733734-Q40,The Fields of Death,Simon Scarrow,2010,Austria,Europe,English,,2010s,"It's 1810, and both Viscount Wellington and Emperor Napoleon have made great names for themselves as outstanding military commanders. Wellington expands his achievements and enjoys further fame during his years in Spain but knows his most challenging test will be to face Napoleon's mighty army. But when Wellington invades France in 1814 he gains a swift and certain victory. He indulges in a spell of self-congratulation at Vienna -- until news comes of Napoleon's triumphant return. Napoleon, ambitious as ever, embarks on a Russian campaign which ends in disaster and is then defeated at Leipzig in the biggest battle ever fought in Europe. With Napoleon's power waning at long last, Wellington must seize the opportunity to crush the tyrant once and for all -- and so the two giants face each ot"
10487:wd-Q3999038-Q1763370,wd-Q3999038-Q1763370,Tristana,Benito Pérez Galdós,1892,Chamberí,Europe,Spanish,,1892s,"The tale of a high-spirited, ambitious young woman or man breaking free from stifling provincial constraints to pursue a life of independence is a staple of the novel. In 'Tristana' the great Spanish novelist Benito Pérez Galdós disconcertingly reverses the formula.

His beautiful and brilliant and very winning heroine breaks free from a perverse and imprisoning relationship to a womanizing older man, supposed by all to be her father. But after a terrible stroke of misfortune, she retreats—either out of timidity or, perhaps, simply because confinement has its own seductive power."
3065:wd-Q326909-Q183,wd-Q326909-Q183,Buddenbrooks,Thomas Mann,1901,Germany,Europe,German,,1901s,"Buddenbrooks is a 1901 novel by Thomas Mann, chronicling the decline of a wealthy north German merchant family over the course of four generations, incidentally portraying the manner of life and mores of the Hanseatic bourgeoisie in the years from 1835 to 1877. Mann drew deeply from the history of his own family, the Mann family of Lübeck, and their milieu."
4267:wd-Q1474870-Q7318,wd-Q1474870-Q7318,Fear and Misery of the Third Reich,Bertolt Brecht,1938,Nazi Germany,Europe,German,,1938s,"Fear and Misery of the Third Reich, also known as The Private Life of the Master Race, is one of Bertolt Brecht's most famous plays and the first of his openly anti-Nazi works. It premiered on 21 May 1938 in Paris. This production was directed by Slatan Dudow and starred Helene Weigel. The production employed Brecht's epic theatre techniques to defamiliarize the behaviour of the characters and to make explicit the play's underlying message."
3336:wd-Q5139700-Q23220,wd-Q5139700-Q23220,Cocktail Time,P. G. Wodehouse,1958,Berkshire,Europe,English,,1958s,"Cocktail Time is a comic novel by P. G. Wodehouse, first published in the United Kingdom on 20 June 1958 by Herbert Jenkins, London and in the United States on 24 July 1958 by Simon & Schuster, Inc., New York. A condensed version of the story was originally published in the Ladies' Home Journal (US) in one issue in April 1958. It is the third novel to feature Frederick Twistleton, Earl of Ickenham, better known as Uncle Fred. The characters ""Oily"" Carlisle and his wife Gertie have appeared previously in Hot Water (1932), while Albert Peasemarch appeared in The Luck of the Bodkins (1935)."
5474:wd-Q10601530-Q1754,wd-Q10601530-Q1754,Last Will,Liza Marklund,2006,Stockholm,Europe,Swedish,,2006s,"Detective and mystery stories. Inside the City Hall, over a thousand guests attend the prestigious Nobel Prizewinners' dinner. With a lavish meal laid on to the backdrop of a full orchestra, this is one of the city's most glamorous events of the year. Two shots are fired on the dance floor. Crime reporter Annika Bengtzon is there, covering the event for the Evening Post."
8454:wd-Q16653711-Q71084,wd-Q16653711-Q71084,The Duel,Joseph Conrad,1908,First French Empire,Europe,English,,1908s,"""The Duel"" is a work of short fiction by Joseph Conrad, first published in The Pall Mall Magazine in January–May, 1908. The story was collected in A Set of Six (1908) released by Methuen Publishing. It was adapted as the 1977 film The Duellists, directed by Ridley Scott."
4536:wd-Q5566254-Q2277,wd-Q5566254-Q2277,Gladiator: Street Fighter,Simon Scarrow,2012,Roman Empire,Europe,English,,2012s,"'It is settled. The boy is in your charge. You will train him to fight.
He must be able to use the dagger, throwing-knife, staves and his bare hands.
One day young Marcus may well become a gladiator in the arena.
But you must also teach him the ways of the street.'

Now a member of Julius Caesar's palace, Marcus's training continues in the city of Rome. The streets are plagued by vicious gang war attacks, and Caesar must employ his own gang leader, who learns of a plot to murder him.

Only Marcus can go in undercover. But he's in terrible danger. If the rival gang discover him the price will be fatal. Julius Caesar's isn't the only life at risk . . ."
9544:wd-Q2623444-Q33,wd-Q2623444-Q33,The Quest for Kalevala,Don Rosa,1999,Finland,Europe,English,,1999s,"""The Quest for Kalevala"" is a 1999 Uncle Scrooge comic book story written and drawn by Don Rosa. The story was first published in the Danish Anders And & Co. #1999-48; the first American publication was in Uncle Scrooge #334, in October 2004."
4161:wd-Q61561893-Q597,wd-Q61561893-Q597,Eva,Arturo Pérez-Reverte,2017,Lisbon,Europe,Spanish,,2017s,"Marzo de 1937. Mientras la Guerra Civil sigue su trágico curso, una nueva misión lleva a Lorenzo Falcó hasta Tánger, turbulenta encrucijada de espías, tráficos ilícitos y conspiraciones, con el encargo de conseguir que el capitán de un barco cargado con oro del Banco de España cambie de bandera. Espías nacionales, republicanos y soviéticos, hombres y mujeres, se enfrentan en una guerra oscura y sucia en la que acabarán regresando peligrosos fantasmas del pasado."
7042:wd-Q7271713-Q23346,wd-Q7271713-Q23346,Quick Service,P. G. Wodehouse,0,Sussex,Europe,English,,,"""When imperious American widow Beatrice Chavender eats a forkful of inferior ham at her sister's country house near London, it affects the lives of everyone around her-- her sister, her brother-in-law, her sister's butler, her sister's poor relation, Sally, Sally's fiancé Lord Holbeton, and, most of all, Mrs. Chavender's own one-time fiancé, 'Ham King' J.B. Duff, whose rotten product spoils her breakfast""--P. [4] of cover."
7985:wd-Q934597-Q11225429,wd-Q934597-Q11225429,The Bacchae,Euripides,0,Thebes,Europe,Ancient Greek,,,"The Bacchae is an ancient Greek tragedy, written by the Athenian playwright Euripides during his final years in Macedonia, at the court of Archelaus I of Macedon. It premiered posthumously at the Theatre of Dionysus in 405 BC as part of a tetralogy that also included Iphigeneia at Aulis and Alcmaeon in Corinth, and which Euripides' son or nephew is assumed to have directed. It won first prize in the City Dionysia festival competition."
9206:wd-Q7750134-Q145,wd-Q7750134-Q145,The Man with Two Left Feet,P. G. Wodehouse,0,United Kingdom,Europe,English,,,"The Man with Two Left Feet, and Other Stories is a collection of short stories by British author P. G. Wodehouse, first published in the UK on 8 March 1917 by Methuen & Co., London, and in the US on 1 February 1933 by A. L. Burt and Co., New York. All the stories had previously appeared in periodicals, usually The Strand Magazine in the United Kingdom and The Red Book Magazine or The Saturday Evening Post in the United States."
